DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1136/amiajnl-2012-000894,22822042,,"Challenges to nurses' efforts of retrieving, documenting, and communicating patient care information.","Objective To examine information flow, a vital component of a patient's care and outcomes, in a sample of multiple hospital nursing units to uncover potential sources of error and opportunities for systematic improvement.

Design This was a qualitative study of a sample of eight medical—surgical nursing units from four diverse hospitals in one US state. We conducted direct work observations of nursing staff's communication patterns for entire shifts (8 or 12 h) for a total of 200 h and gathered related documentation artifacts for analyses. Data were coded using qualitative content analysis procedures and then synthesized and organized thematically to characterize current practices.

Results Three major themes emerged from the analyses, which represent serious vulnerabilities in the flow of patient care information during nurse hand-offs and to the entire interdisciplinary team across time and settings. The three themes are: (1) variation in nurse documentation and communication; (2) the absence of a centralized care overview in the patient's electronic health record, ie, easily accessible by the entire care team; and (3) rarity of interdisciplinary communication.

Conclusion The care information flow vulnerabilities are a catalyst for multiple types of serious and undetectable clinical errors. We have two major recommendations to address the gaps: (1) to standardize the format, content, and words used to document core information, such as the plan of care, and make this easily accessible to all team members; (2) to conduct extensive usability testing to ensure that tools in the electronic health record help the disconnected interdisciplinary team members to maintain a shared understanding of the patient's plan.","Gail M. Keenan,Gail M. Keenan,Elizabeth Yakel,Karen Dunn Lopez,Dana Tschannen,Yvonne Ford",Journal of the American Medical Informatics Association,2013
,28269961,,Nurse Informaticians Report Low Satisfaction and Multi-level Concerns with Electronic Health Records: Results from an International Survey.,"This study presents a qualitative content analysis of nurses' satisfaction and issues with current electronic health record (EHR) systems, as reflected in one of the largest international surveys o ...","Maxim Topaz,Charlene Ronquillo,Laura-Maria Peltonen,Lisiane Pruinelli,Raymond Francis Sarmiento,Martha K. Badger,Samira Ali,Samira Ali,Adrienne Lewis,Mattias Georgsson,Eunjoo Jeon,Jude L. Tayaben,Chiu Hsiang Kuo,Tasneem Islam,Janine Sommer,Hyunggu Jung,Gabrielle Jacklin Eler,Dari Alhuwail,Ying Li Lee,Ying Li Lee",American Medical Informatics Association Annual Symposium,2016
10.1093/jamia/ocaa325,33434273,,Measurement of clinical documentation burden among physicians and nurses using electronic health records: a scoping review.,"BACKGROUND OBJECTIVE Electronic health records (EHRs) are linked with documentation burden resulting in clinician burnout. While clear classifications and validated measures of burnout exist, documentation burden remains ill-defined and inconsistently measured. We aim to conduct a scoping review focused on identifying approaches to documentation burden measurement and their characteristics. MATERIALS AND METHODS Based on Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) Extension for Scoping Reviews (ScR) guidelines, we conducted a scoping review assessing MEDLINE, Embase, Web of Science, and CINAHL from inception to April 2020 for studies investigating documentation burden among physicians and nurses in ambulatory or inpatient settings. Two reviewers evaluated each potentially relevant study for inclusion/exclusion criteria. RESULTS Of the 3482 articles retrieved, 35 studies met inclusion criteria. We identified 15 measurement characteristics, including 7 effort constructs: EHR usage and workload, clinical documentation/review, EHR work after hours and remotely, administrative tasks, cognitively cumbersome work, fragmentation of workflow, and patient interaction. We uncovered 4 time constructs: average time, proportion of time, timeliness of completion, activity rate, and 11 units of analysis. Only 45.0% of studies assessed the impact of EHRs on clinicians and/or patients and 40.0% mentioned clinician burnout. DISCUSSION Standard and validated measures of documentation burden are lacking. While time and effort were the core concepts measured, there appears to be no consensus on the best approach nor degree of rigor to study documentation burden. CONCLUSION Further research is needed to reliably operationalize the concept of documentation burden, explore best practices for measurement, and standardize its use.","Amanda J. Moy,Jessica M. Schwartz,RuiJun Chen,Ruijun Chen,RuiJun Chen,Shirin Sadri,Eugene Lucas,Eugene Lucas,Kenrick Cato,Sarah Collins Rossetti",Journal of the American Medical Informatics Association,2021
10.1093/jamia/ocy155,30576561,,Clinicians' reasoning as reflected in electronic clinical note-entry and reading/retrieval: a systematic review and qualitative synthesis.,"Objective: To describe the literature exploring the use of electronic health record (EHR) systems to support creation and use of clinical documentation to guide future research. Materials and Methods: We searched databases including MEDLINE, Scopus, and CINAHL from inception to April 20, 2018, for studies applying qualitative or mixed-methods examining EHR use to support creation and use of clinical documentation. A qualitative synthesis of included studies was undertaken. Results: Twenty-three studies met the inclusion criteria and were reviewed in detail. We briefly reviewed 9 studies that did not meet the inclusion criteria but provided recommendations for EHR design. We identified 4 key themes: purposes of electronic clinical notes, clinicians' reasoning for note-entry and reading/retrieval, clinicians' strategies for note-entry, and clinicians' strategies for note-retrieval/reading. Five studies investigated note purposes and found that although patient care is the primary note purpose, non-clinical purposes have become more common. Clinicians' reasoning studies (n=3) explored clinicians' judgement about what to document and represented clinicians' thought process in cognitive pathways. Note-entry studies (n=6) revealed that what clinicians document is affected by EHR interfaces. Lastly, note-retrieval studies (n=12) found that ""assessment and plan"" is the most read note section and what clinicians read is affected by external stimuli, care/information goals, and what they know about the patient. Conclusion: Despite the widespread adoption of EHRs, their use to support note-entry and reading/retrieval is still understudied. Further research is needed to investigate approaches to capture and represent clinicians' reasoning and improve note-entry and retrieval/reading.","Tiago K. Colicchio,James J. Cimino",Journal of the American Medical Informatics Association,2019
10.1093/jamia/ocaa301,33463680,,The burden of the digital environment: a systematic review on organization-directed workplace interventions to mitigate physician burnout.,"OBJECTIVE To conduct a systematic review identifying workplace interventions that mitigate physician burnout related to the digital environment including health information technologies (eg, electronic health records) and decision support systems) with or without the application of advanced analytics for clinical care. MATERIALS AND METHODS Literature published from January 1, 2007 to June 3, 2020 was systematically reviewed from multiple databases and hand searches. Subgroup analysis identified relevant physician burnout studies with interventions examining digital tool burden, related workflow inefficiencies, and measures of burnout, stress, or job satisfaction in all practice settings. RESULTS The search strategy identified 4806 citations of which 81 met inclusion criteria. Thirty-eight studies reported interventions to decrease digital tool burden. Sixty-eight percent of these studies reported improvement in burnout and/or its proxy measures. Burnout was decreased by interventions that optimized technologies (primarily electronic health records), provided training, reduced documentation and task time, expanded the care team, and leveraged quality improvement processes in workflows. DISCUSSION The contribution of digital tools to physician burnout can be mitigated by careful examination of usability, introducing technologies to save or optimize time, and applying quality improvement to workflows. CONCLUSION Physician burnout is not reduced by technology implementation but can be mitigated by technology and workflow optimization, training, team expansion, and careful consideration of factors affecting burnout, including specialty, practice setting, regulatory pressures, and how physicians spend their time.","Kelly J. Thomas Craig,Van C. Willis,David Gruen,Kyu Rhee,Gretchen Purcell Jackson",Journal of the American Medical Informatics Association,2021
,30815074,,Quantifying and Visualizing Nursing Flowsheet Documentation Burden in Acute and Critical Care.,"Documentation burden is a well-documented problem within healthcare, and improvement requires understanding of the scope and depth of the problem across domains. In this study we quantified documentation burden within EHR flowsheets, which are primarily used by nurses to document assessments and interventions. We found mean rates of 633-689 manual flowsheet data entries per 12-hour shift in the ICU and 631-875 manual flowsheet data entries per 12-hour shift in acute care, excluding device data. Automated streaming of device data only accounted for 5-20% of flowsheet data entries across our sample. Reported rates averaged to a nurse documenting 1 data point every 0.82-1.14 minutes, despite only a minimum data-set of required documentation. Increased automated device integration and novel approaches to decrease data capture burden (e.g., voice recognition), may increase nurses’ available time for interpretation, annotation, and synthesis of patient data while also further advancing the richness of information within patient records.","Sarah A. Collins,Sarah A. Collins,Sarah A. Collins,Sarah A. Collins,Brittany Couture,Min-Jeoung Kang,Patricia C. Dykes,Kumiko O. Schnock,Christopher Knaplund,Frank Y. Chang,Frank Y. Chang,Kenrick Cato",American Medical Informatics Association Annual Symposium,2018
10.1093/jamia/ocaa339,33517382,,A systematic review of contributing factors of and solutions to electronic health record–related impacts on physician well-being,"OBJECTIVE Physicians often describe the electronic health record (EHR) as a cumbersome impediment to meaningful work, which has important implications for physician well-being. This systematic review (1) assesses organizational, physician, and information technology factors associated with EHR-related impacts on physician well-being; and (2) highlights potential improvements to EHR form and function, as recommended by frontline physicians. MATERIALS AND METHODS The MEDLINE, Embase, CINAHL, PsycINFO, ProQuest, and Web of Science databases were searched for literature describing EHR use by physicians and markers of well-being. RESULTS After reviewing 7388 article, 35 ultimately met the inclusion criteria. Multiple factors across all levels were associated with EHR-related well-being among physicians. Notable predictors amenable to interventions include (1) total EHR time, (2) after-hours EHR time, (3) on-site EHR support, (4) perceived EHR usability, (5) in-basket burden, and (6) documentation burden. Physician recommendations also echoed these themes. CONCLUSIONS There are multiple complex factors involved in EHR-related well-being among physicians. Our review shows physicians have recommendations that span from federal regulations to organizational policies to EHR modifications. Future research should assess multipronged interventions that address these factors. As primary stakeholders, physicians should be included in the planning and implementation of such modifications to ensure compatibility with physician needs and clinical workflows.","Oliver Nguyen,Nyasia J Jenkins,Neel Khanna,Shivani Shah,Alexander J Gartland,Kea Turner,Lisa J. Merlo",Journal of the American Medical Informatics Association,2021
10.2196/preprints.34170,34904956,,Sharing Clinical Notes and Electronic Health Records with People Affected by Mental Health Conditions: Scoping Review (Preprint),"<sec> <title>BACKGROUND</title> Electronic health records (EHRs) are increasingly implemented internationally, whereas digital sharing of EHRs with service users (SUs) is a relatively new practice. First studies conducted in general health settings show promising results of Patient-accessible EHRs (PAEHRs) which are also often referred to as “open notes”. However, studies carried out in Mental Health Care (MHC) settings highlight several challenges which require further exploration. </sec> <sec> <title>OBJECTIVE</title> This scoping review aimed to map the available evidence on PAEHRs in MHC. We seek to relate findings with research from other health contexts, to compare different stakeholders’ perspectives, expectations, actual experiences with PAEHRs, and identify potential research gaps. </sec> <sec> <title>METHODS</title> A systematic scoping review was carried out for six electronic databases. Studies were included focusing on digital sharing of clinical notes or EHRs with people affected by a mental health condition up to September 2021. The Mixed Methods Appraisal Tool was used to assess the quality of the studies. The Preferred Reporting Items for Systematic Reviews and Meta-analyzes extension for Scoping Reviews guided the narrative synthesis and reporting of findings. </sec> <sec> <title>RESULTS</title> Of the 1.032 papers screened, 29 were included in this review. The studies used mostly qualitative methods or surveys and were predominantly published after 2018 in the US. PAEHRs were examined in outpatient (n=27) and inpatient settings (n=9), while a third of all research was conducted in Veterans Affairs Mental Health. There was no focus on specific psychiatric diagnoses among SUs. Narrative synthesis allowed to integrate findings according to the different stakeholders: (1) Service users reported mainly positive experiences with PAEHRs such as increased trust in their clinician, health literacy and empowerment. Negative experiences were related to inaccurate notes, disrespectful language used, or the uncovering of undiscussed diagnoses. (2) For health care professionals (HCPs), concerns outweighed the benefits of sharing EHRs, including an increased clinical burden due to more documentation efforts and possible harm triggered by reading the notes. (3) Relatives gained a better understanding of their family members' mental problems and were able to better support them when having access to their EHR. (4) Policy stakeholders and experts addressed ethical challenges and recommended the development of guidelines and trainings to better prepare both clinicians and SUs on how to write and read notes. </sec> <sec> <title>CONCLUSIONS</title> PAEHRs in MHC may strengthen user involvement, patients' autonomy and shift medical treatment to a co-produced process. Acceptance issues among HCPs align with findings from general health settings and may change over time. Notably, however, the corpus of evidence on digital sharing of EHRs with people affected by mental health conditions is limited. Above all, further research is needed to examine clinical effectiveness, efficiency and implementation of this socio-technical intervention. </sec>","Julian Schwarz,Annika Bärkås,Charlotte Blease,Lorna Collins,Maria Hägglund,Sarah Markham,Stefan Hochwarter",JMIR Mental Health,
10.1093/jamia/ocaa238,33340326,,Building the evidence-base to reduce electronic health record-related clinician burden.,"Clinicians face competing pressures of being clinically productive while using imperfect electronic health record (EHR) systems and maximizing face-to-face time with patients. EHR use is increasingly associated with clinician burnout and underscores the need for interventions to improve clinicians' experiences. With an aim of addressing this need, we share evidence-based informatics approaches, pragmatic next steps, and future research directions to improve 3 of the highest contributors to EHR burden: (1) documentation, (2) chart review, and (3) inbox tasks. These approaches leverage speech recognition technologies, natural language processing, artificial intelligence, and redesign of EHR workflow and user interfaces. We also offer a perspective on how EHR vendors, healthcare system leaders, and policymakers all play an integral role while sharing responsibility in helping make evidence-based sociotechnical solutions available and easy to use.","Christine Dymek,Bryan Kim,Bryan Kim,Genevieve B. Melton,Thomas H. Payne,Hardeep Singh,Chun-Ju Hsiao,Chun Ju Hsiao",Journal of the American Medical Informatics Association,2020
10.1097/ta.0000000000000986,26886003,,The painful truth: The documentation burden of a trauma surgeon,"BACKGROUND: Implementation of the electronic medical record (EMR) has introduced several unintended consequences, including increased documentation demands. The purpose of this study was to define the EMR documentation burden and its economic impact at a busy regional Level I trauma center, comparing attending trauma surgeons (TSs) with orthopedic surgeons (OSs), and neurosurgeons (NSs). METHODS: The EMR was queried to determine the number of attending documentation entries during 2014 for TS, OS, and NS. The eight TSs were then surveyed to estimate the time it took to write each note type, and this was used to calculate the total time needed for documentation. The hospital financial database was queried for 2014 hospital charges and work relative value units (WRVUs) for TSs, OSs, and NSs to generate a comparison. The charges and WRVUs were broken down into those generated from nonprocedural documentation and procedures. RESULTS: During 2014, there were 5,864 trauma activations with 3,111 patient admissions. The attending TSs wrote a total of 26,455 documentation entries. Of these notes, 92% were from inpatients, and 74% were progress notes. Documentation time estimates for TSs demonstrated that it took 1,760.5 hours or 73.3 twenty-four-hour days to complete these 26,455 notes. Financial data revealed that 44% of the TS charges were directly related to nonprocedural documentation, compared with 14% for OSs and 7% for NSs. Evaluation of WRVUs demonstrated that 55% of the TS WRVUs were directly related to nonprocedural documentation, compared with 28% for OSs and 19% for NSs. CONCLUSION: The EMR has introduced a significant documentation burden to the busy TSs. This documentation burden is critical for defining hospital charges and WRVUs, and it differs from that of OSs and NSs. Workflow changes, such as the introduction of scribes, may lessen the documentation burden and improve hospital charges and WRVUs of the TSs.","Joseph F. Golob,John J. Como,Jeffrey A. Claridge",Journal of Trauma-injury Infection and Critical Care,2016
